立案时间,火警地址,火警类型,所属大队,所属街道,实/虚警,所属队站,备注内容,微站,微站调派时间,微站出动时间,微站到场时间,微站出动用时,中队到场时间,微站出水情况,微站处置,建筑物内/外,中队出动时间
4/16/2025 5:40,浦东新区 高青路 靠近 洪山路(车辆),车辆,三林大队（六大队）,三林镇,实警,永泰站,现场为充电中的电动出租车着火,杨东微站,4/16/2025 5:42,4/16/2025 5:42,4/16/2025 5:47,15.0,4/16/2025 5:51,是,堵截,外,4/16/2025 5:42
4/15/2025 23:03,浦东新区 高东镇 顾高公路 靠近 赵家沟桥（微站处置）（到场未处置）,杂物,保税大队（四大队）,高东镇,实警,曹路站,绿化带内烧树枝,竞赛村微站,4/15/2025 23:04,4/15/2025 23:05,4/15/2025 23:07,32.0,4/15/2025 23:17,否,警戒,外,4/15/2025 23:03
4/15/2025 16:15,浦东新区  新场镇 航三路 上海野生动物园地铁站 靠近  新场地铁站 之间（微站处置）（到场未处置）,杂物,惠南大队（八大队）,新场镇,实警,航头站,室外烧杂物,坦直微站,4/15/2025 16:17,4/15/2025 16:18,4/15/2025 16:25,41.0,4/15/2025 16:34,是,堵截,外,4/15/2025 16:16
4/15/2025 15:07,浦东新区 宣桥镇 宣新路 靠近 六奉公路（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧杂物,欣秋苑微站,4/15/2025 15:08,4/15/2025 15:08,4/15/2025 15:13,9.0,4/15/2025 15:26,是,堵截,外,4/15/2025 15:07
4/15/2025 14:38,浦东新区 南汇新城镇 杉青路 靠近 盛艾路口往东1公里路边（消防处置）（到场处置）,杂物,临港大队（九大队）,南汇新城镇,实警,滴水湖站,室外烧杂物,夏栎路微站,4/15/2025 14:44,4/15/2025 14:46,4/15/2025 14:55,85.0,4/15/2025 15:04,否,了解情况,外,4/15/2025 14:42
4/15/2025 12:01,浦东新区 曹路镇 海鸣路678弄海清佳苑11号-10号楼之间（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂物,金钻路微站,4/15/2025 12:02,4/15/2025 12:03,4/15/2025 12:07,85.0,4/15/2025 12:10,否,了解情况,外,4/15/2025 12:01
4/14/2025 23:06,浦东新区 川沙新镇 栏杆村高顾家宅5号（消防处置）（到场处置）,居民,川沙大队（三大队）,川沙新镇,实警,唐镇站,院子内烧杂物,黄楼微站,4/14/2025 23:08,4/14/2025 23:10,4/14/2025 23:15,140.0,4/14/2025 23:20,是,堵截,外,4/14/2025 23:07
4/14/2025 19:49,浦东新区 航头镇梅园村442号（误报）（到场未处置）,电线,三林大队（六大队）,航头镇,虚警,航头站,误报,下沙微站,4/14/2025 19:50,4/14/2025 19:51,4/14/2025 19:58,74.0,4/14/2025 20:03,否,了解情况,外,4/14/2025 19:49
4/14/2025 18:53,浦东新区 周家渡街道 昌里东路333弄(紫竹华庭)9号602室（误报）,居民,世博大队（七大队）,周家渡街道,虚警,临沂站,误报,雪野二村微站,4/14/2025 18:55,4/14/2025 18:55,4/14/2025 18:57,43.0,4/14/2025 19:03,否,了解情况,内,4/14/2025 18:53
4/14/2025 18:03,浦东新区 祝桥镇 千汇路 靠近 祝潘公路 桥下（微站处置）（到场未处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,室外烧杂草,祝桥微站,4/14/2025 18:04,4/14/2025 18:05,4/14/2025 18:08,15.0,4/14/2025 18:16,否,堵截,外,4/14/2025 18:03
4/14/2025 18:02,浦东新区 张江镇 张衡路 靠近 申江路 东侧200米工地内（误报）,杂物,川沙大队（三大队）,张江镇,虚警,张江站,误报,玉兰香苑微站,4/14/2025 18:03,4/14/2025 18:03,4/14/2025 18:07,45.0,4/14/2025 18:13,否,了解情况,外,4/14/2025 18:02
4/14/2025 17:20,浦东新区 北蔡镇 新浦路587弄艾南小区7号503室（误报）（到场未处置）,居民,三林大队（六大队）,北蔡镇,虚警,永泰站,误报,世博微站,4/14/2025 17:21,4/14/2025 17:24,4/14/2025 17:33,178.0,4/14/2025 17:32,否,了解情况,内,4/14/2025 17:21
4/14/2025 17:10,浦东新区 高桥镇 中高路474号（EB）（微站处置）（到场未处置）,车辆（电瓶车）,保税大队（四大队）,高桥镇,实警,高桥站,室外烧电瓶车,新农村微站,4/14/2025 17:11,4/14/2025 17:12,4/14/2025 17:19,61.0,4/14/2025 17:23,是,堵截,外,4/14/2025 17:11
4/14/2025 15:57,浦东新区 沪东新村街道 浦东大道2748号上海电气培训基地26号仓库（误报）,单位,外高桥大队（五大队）,沪东新村街道,虚警,庆宁站,误报,柳埠路微站,4/14/2025 15:57,4/14/2025 15:59,4/14/2025 16:04,117.0,4/14/2025 16:02,否,了解情况,内,4/14/2025 15:57
4/14/2025 13:06,浦东新区 高桥镇 义王路70号（误报）,杂物,保税大队（四大队）,高桥镇,虚警,高桥站,误报,高桥老街微站,4/14/2025 13:07,4/14/2025 13:08,4/14/2025 13:10,66.0,4/14/2025 13:13,否,了解情况,外,4/14/2025 13:07
4/14/2025 12:24,浦东新区 三林镇 上南路4265弄(金光小区)68号302室（消防处置）（到场处置）,居民,三林大队（六大队）,东明路街道,实警,林南站,油烟机着火,东明路微站,4/14/2025 12:25,4/14/2025 12:26,4/14/2025 12:27,14.0,4/14/2025 12:33,否,堵截,内,4/14/2025 12:24
4/14/2025 11:52,浦东新区 周浦镇 康沈路1883弄门口（居民处置）（到场处置）,车辆,三林大队（六大队）,周浦镇,实警,周浦站,蔚来电车底盘着火,周浦专职队,4/14/2025 11:53,4/14/2025 11:54,4/14/2025 12:01,69.0,4/14/2025 12:03,否,了解情况,外,4/14/2025 11:53
4/14/2025 11:04,浦东新区 三林镇 杨新路80弄3号楼旁边（消防处置）（到场处置）,杂物,三林大队（六大队）,三林镇,实警,周渡站,室外天井的塑料顶着火,杨思微站,4/14/2025 11:05,4/14/2025 11:06,4/14/2025 11:09,59.0,4/14/2025 11:13,否,了解情况,外,4/14/2025 11:05
4/14/2025 10:38,浦东新区 花木街道 杨高南路99弄 花木时光里二区B1 磁石汉堡（单位自处）（到场未处置）,单位,陆家嘴大队（一大队）,花木街道,实警,塘东站,茶壶着火,牡丹微站,4/14/2025 10:40,4/14/2025 10:40,4/14/2025 10:46,37.0,4/14/2025 10:46,否,了解情况,内,4/14/2025 10:39
4/14/2025 10:25,浦东新区 祝桥镇 航城三路86弄唐绿波庭45号302室（居民处置）（到场处置）,居民,惠南大队（八大队）,祝桥镇,实警,江镇站,阳台上纸板着火,祝桥专职队,4/14/2025 10:26,4/14/2025 10:26,4/14/2025 10:35,37.0,4/14/2025 10:45,否,了解情况,内,4/14/2025 10:25
4/14/2025 0:35,浦东新区 惠南镇 拱极路2626弄(新凤凰城东区）7号、8号楼之间的平台（燃烧物质燃烬）（到场未处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,居民楼中间平台上烧纸板箱,海曲雅苑微站,4/14/2025 0:36,4/14/2025 0:37,4/14/2025 0:43,84.0,4/14/2025 0:44,否,了解情况,内,4/14/2025 0:38
4/13/2025 20:09,浦东新区 康桥镇 康泽路555弄（中建艺府澜庭）11号504室（居民处置）（到场未处置）,居民,三林大队（六大队）,康桥镇,实警,周浦站,书房内电器烧焦,半岛微站,4/13/2025 20:10,4/13/2025 20:10,4/13/2025 20:16,21.0,4/13/2025 20:12,否,了解情况,内,4/13/2025 20:09
4/13/2025 18:41,浦东新区 高东镇 园洲路189弄杨盛佳苑 122（物业处置）（到场处置）,杂物,保税大队（四大队）,高东镇,实警,保税站,室外烧纸箱,徐路村微站,4/13/2025 18:42,4/13/2025 18:43,4/13/2025 18:49,25.0,4/13/2025 18:59,否,了解情况,外,4/13/2025 18:42
4/13/2025 17:18,浦东新区 高桥镇 张扬北路 靠近 杨高北路 辅道上（消防处置）（到场处置）,杂物,保税大队（四大队）,高桥镇,实警,高桥站,室外烧杂物,镇北村微站,4/13/2025 17:18,4/13/2025 17:20,4/13/2025 17:23,103.0,4/13/2025 17:31,是,堵截,外,4/13/2025 17:18
4/13/2025 16:02,浦东新区 曹路镇 金钻路669弄佳伟景苑5号2楼（消防处置）（到场处置）,居民,外高桥大队（五大队）,曹路镇,实警,曹路站,平台上烧杂物,金钻路微站,4/13/2025 16:03,4/13/2025 16:03,4/13/2025 16:09,5.0,4/13/2025 16:11,否,了解情况,内,4/13/2025 16:02
4/13/2025 14:47,浦东新区 川沙新镇 栏学路8号 靠近 科农路（消防处置）（到场处置）（祭扫）,杂物,川沙大队（三大队）,川沙新镇,实警,唐镇站,室外烧祭祀引燃周边杂物,长丰社区微站,4/13/2025 14:48,4/13/2025 14:48,4/13/2025 14:55,18.0,4/13/2025 14:56,否,警戒,外,4/13/2025 14:48
4/13/2025 10:19,浦东新区 高行镇 行南路281弄41号（居民处置）（到场处置）,单位,保税大队（四大队）,高行镇,实警,五洲站,门面店内排烟机着火,高行微站,4/13/2025 10:21,4/13/2025 10:21,4/13/2025 10:23,15.0,4/13/2025 10:33,否,警戒,内,4/13/2025 10:20
4/13/2025 6:49,浦东新区 六灶镇 其成村新生17组533号室外（居民处置）（到场未处置）,电线,川沙大队（三大队）,川沙新镇,实警,六灶站,室外电表箱冒烟,森林微站,4/13/2025 6:51,4/13/2025 6:54,4/13/2025 7:01,138.0,4/13/2025 6:58,否,警戒,外,4/13/2025 6:50
4/12/2025 21:43,浦东新区 航头镇 沪南公路 靠近 航鸣路(误报),杂物,三林大队（六大队）,航头镇,虚警,航头站,误报,航南微站,4/12/2025 21:44,4/12/2025 21:45,4/12/2025 21:48,83.0,4/12/2025 21:52,否,了解情况,外,4/12/2025 21:43
4/12/2025 21:27,浦东新区 上钢新村街道 上钢六村7号302室(误报),居民,世博大队（七大队）,上钢新村街道,虚警,周渡站,误报,上钢六村微站,4/12/2025 21:28,4/12/2025 21:28,4/12/2025 21:31,26.0,4/12/2025 21:33,否,了解情况,内,4/12/2025 21:27
4/12/2025 21:11,浦东新区 潍坊新村街道 潍坊路208弄(竹南小区)4号401室(误报),居民,陆家嘴大队（一大队）,潍坊新村街道,虚警,潍坊站,误报，无情况,潍坊东路微站,4/12/2025 21:12,4/12/2025 21:14,4/12/2025 21:20,69.0,4/12/2025 21:20,否,了解情况,内,4/12/2025 21:12
4/12/2025 21:01,浦东新区  惠南镇 荡湾新村23号101室（祭扫）（误报）（到场未处置）,居民,惠南大队（八大队）,惠南镇,虚警,惠南站,误报，居民家中烧香,南门微站,4/12/2025 21:03,4/12/2025 21:04,4/12/2025 21:09,9.0,4/12/2025 21:17,否,了解情况,内,4/12/2025 21:02
4/12/2025 20:42,浦东新区 张江镇 玉兰香苑二期C块门口（经核实无需消防处置）（到场未处置）,车辆,川沙大队（三大队）,张江镇,实警,张江站,车上的杂物着火,玉兰香苑微站,4/12/2025 20:42,4/12/2025 20:43,4/12/2025 20:47,56.0,4/12/2025 20:55,否,了解情况,外,4/12/2025 20:43
4/12/2025 20:22,浦东新区 新场镇 新奉公路8弄8号门口（专职队处置）（到场处置）,杂物,惠南大队（八大队）,新场镇,实警,航头站,室外搭建的小房间内杂物着火,新场专职队,4/12/2025 20:24,4/12/2025 20:25,4/12/2025 20:28,64.0,4/12/2025 20:34,是,堵截,内,4/12/2025 20:23
4/12/2025 18:15,浦东新区 潍坊新村街道 源深路836弄(香榭丽花园)15号902室（误报）,居民,陆家嘴大队（一大队）,潍坊新村街道,虚警,铜山站,误报，无情况,陆家嘴微站,4/12/2025 18:16,4/12/2025 18:17,4/12/2025 18:29,67.0,4/12/2025 18:24,否,了解情况,内,4/12/2025 18:16
4/12/2025 18:03,浦东新区 宣桥镇 南六公路399弄(艺泰安邦花园)中心湖南侧（其他社会力量处置）（到场处置）,居民,惠南大队（八大队）,宣桥镇,实警,惠南站,地下车库内烧杂物及一个板凳,艺泰安邦微站,4/12/2025 18:04,4/12/2025 18:06,4/12/2025 18:09,131.0,4/12/2025 18:20,否,警戒,内,4/12/2025 18:04
4/12/2025 18:00,浦东新区 金杨新村街道 罗山路589弄信罗大厦1号楼1502室（误报）（到场未处置）,居民,陆家嘴大队（一大队）,金杨新村街道,虚警,庆宁站,误报，无情况,名门世家微站,4/12/2025 18:01,4/12/2025 18:06,4/12/2025 18:11,310.0,4/12/2025 18:08,否,了解情况,内,4/12/2025 18:01
4/12/2025 16:42,浦东新区 上钢新村街道 昌里路262号门口（误报）（到场未处置）,电线,世博大队（七大队）,上钢新村街道,虚警,周渡站,室外电线掉落，无情况,上钢六村微站,4/12/2025 16:43,4/12/2025 16:43,4/12/2025 16:46,13.0,4/12/2025 16:51,否,了解情况,外,4/12/2025 16:42
4/12/2025 13:09,浦东新区 泥城镇 彩云路717弄(云树欣居)41号502室（消防处置）（到场处置）,居民,临港大队（九大队）,泥城镇,实警,泥城站,烧卧室内家具及生活用品,彭镇微站,4/12/2025 13:09,4/12/2025 13:10,4/12/2025 13:16,55.0,4/12/2025 13:19,否,警戒,内,4/12/2025 13:09
4/12/2025 12:26,浦东新区 北蔡镇 华绣路179弄(艾南花苑)48号202室（误报）（到场未处置）,居民,三林大队（六大队）,北蔡镇,虚警,塘东站,误报，正常做饭,由由微站,4/12/2025 12:27,4/12/2025 12:31,4/12/2025 12:35,253.0,4/12/2025 12:37,否,了解情况,内,4/12/2025 12:27
4/12/2025 10:08,浦东新区 三林镇临江村王家渡193号（EB）（误报）（到场未处置）,车辆（电瓶车）,三林大队（六大队）,三林镇,虚警,前滩站,电瓶车电瓶短路,前滩微站,4/12/2025 10:09,4/12/2025 10:11,4/12/2025 10:20,149.0,4/12/2025 10:18,否,了解情况,外,4/12/2025 10:08
4/12/2025 10:05,浦东新区 唐镇 唐陆公路2313号（居民处置）（到场未处置）,电线,川沙大队（三大队）,唐镇,实警,唐镇站,室外的网线着火,唐兴路微站,4/12/2025 10:05,4/12/2025 10:06,4/12/2025 10:14,43.0,4/12/2025 10:15,否,了解情况,外,4/12/2025 10:05
4/12/2025 7:05,浦东新区 潍坊新村街道 潍坊九村30号5楼（祭扫）（误报）（到场未处置）,居民,陆家嘴大队（一大队）,潍坊新村街道,虚警,潍坊站,楼道内烧祭祀,潍坊东路微站,4/12/2025 7:06,4/12/2025 7:07,4/12/2025 7:14,41.0,4/12/2025 7:18,否,了解情况,内,4/12/2025 7:06
4/12/2025 6:57,浦东新区 三林镇 三彩路166弄士韵家园三期11号2楼（消防处置）（到场处置）,居民,三林大队（六大队）,三林镇,实警,前滩站,烧竖电井内杂物,懿德微站,4/12/2025 6:58,4/12/2025 6:59,4/12/2025 7:04,52.0,4/12/2025 7:05,否,了解情况,内,4/12/2025 6:58
4/11/2025 22:07,浦东新区 曹路镇 日新村北万家宅10号（误报）,居民,外高桥大队（五大队）,曹路镇,实警,曹路站,现场为居民家中电线短路,龚丰路微站,4/11/2025 22:08,4/11/2025 22:09,4/11/2025 22:16,79.0,4/11/2025 22:19,否,了解情况,内,4/11/2025 22:08
4/11/2025 20:28,浦东新区 大团镇 南芦公路1288号往南150米（燃烧物质燃尽）（到场未处置）,杂物,临港大队（九大队）,大团镇,实警,大团站,室外烧废纸,大团微站,4/11/2025 20:29,4/11/2025 20:31,4/11/2025 20:37,119.0,4/11/2025 20:39,否,了解情况,外,4/11/2025 20:29
4/11/2025 20:03,浦东新区 康桥镇 康沈路365号 聚贤楼（驻防车出动）（九小场所-餐饮）（消防处置）（到场处置）,单位,三林大队（六大队）,康桥镇,实警,周浦站,现场为饭店内烧油烟机,半岛微站,4/11/2025 20:04,4/11/2025 20:05,4/11/2025 20:09,44.0,4/11/2025 20:11,是,堵截,内,4/11/2025 20:04
4/11/2025 17:54,浦东新区  宣桥镇宣桥村547号门口（微站处置）（到场未处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,现场为室外烧杂草,欣连苑微站,4/11/2025 17:56,4/11/2025 17:56,4/11/2025 18:12,29.0,4/11/2025 18:23,否,了解情况,外,4/11/2025 17:54
4/11/2025 17:33,浦东新区 大团镇 扶栏村下塘208号门口 （消防处置）（到场处置）,杂物,临港大队（九大队）,大团镇,实警,大团站,现场为室外烧杂物,大团微站,4/11/2025 17:34,4/11/2025 17:39,4/11/2025 17:54,304.0,4/11/2025 17:43,否,了解情况,外,4/11/2025 17:34
4/11/2025 15:35,浦东新区 周浦镇 周东路369号 周东菜场旁（消防处置）（到场处置）,杂物,三林大队（六大队）,周浦镇,实警,周浦站,现场为移动电源鼓包，无着火情况,周浦专职队,4/11/2025 15:36,4/11/2025 15:37,4/11/2025 15:40,65.0,4/11/2025 15:49,否,了解情况,外,4/11/2025 15:36
4/11/2025 15:05,浦东新区 金杨新村街道 德平路1189弄（金南新村东南街坊）36号（误报）,居民,陆家嘴大队（一大队）,金杨新村街道,虚警,庆宁站,现场为居民家中锅子内菜烧糊,灵山微站,4/11/2025 15:06,4/11/2025 15:06,4/11/2025 15:08,32.0,4/11/2025 15:16,否,了解情况,内,4/11/2025 15:06
4/11/2025 14:08,浦东新区 唐镇镇 南曹路901弄（金利公寓）67号501室（消防处置）（到场处置）,居民,川沙大队（三大队）,唐镇,实警,唐镇站,现场为卧室内烧床铺,唐兴路微站,4/11/2025 14:09,4/11/2025 14:09,4/11/2025 14:18,29.0,4/11/2025 14:11,否,警戒,内,4/11/2025 14:08
4/11/2025 9:39,浦东新区 川沙新镇S32 往浦东野生动物园方向靠近 南六公路收费站（误报）（到场未处置）,车辆,川沙大队（三大队）,川沙新镇,虚警,六灶站,现场为车辆水箱烧干，无着火情况,明祥苑微站,4/11/2025 9:40,4/11/2025 9:42,4/11/2025 9:49,100.0,4/11/2025 9:49,否,了解情况,外,4/11/2025 9:40
4/11/2025 8:52,浦东新区 高行镇 申江路881弄(碧云左岸一期)111号3楼（驻防车出动）（误报）（到场未处置）,居民,保税大队（四大队）,高行镇,虚警,五洲站,现场为居民在家中生炉子，无着火情况,华高微站,4/11/2025 8:54,4/11/2025 8:55,4/11/2025 9:00,63.0,4/11/2025 9:04,否,了解情况,内,4/11/2025 8:53
4/11/2025 8:48,浦东新区 潍坊新村街道 潍坊路260号（竹园小区）202室（误报）（到场未处置）,居民,陆家嘴大队（一大队）,潍坊新村街道,虚警,铜山站,现场为误报，无着火冒烟情况,潍坊东路微站,4/11/2025 8:49,4/11/2025 8:50,4/11/2025 8:53,24.0,4/11/2025 8:59,否,了解情况,内,4/11/2025 8:49
4/10/2025 23:12,浦东新区 三林镇 上南路3899弄(瀚林苑)67号01室（燃烧物燃尽）（到场未处置）,居民,三林大队（六大队）,三林镇,实警,永泰站,现场为电表箱短路冒烟,东明路微站,4/10/2025 23:13,4/10/2025 23:14,4/10/2025 23:20,89.0,4/10/2025 23:24,否,了解情况,内,4/10/2025 23:13
4/10/2025 22:53,浦东新区 上钢新村街道 耀华路87弄(上南花城)57号11楼（误报）,居民,世博大队（七大队）,上钢新村街道,虚警,周渡站,现场为误报，无着火冒烟情况,上钢六村微站,4/10/2025 22:54,4/10/2025 22:55,4/10/2025 23:01,56.0,4/10/2025 22:56,否,了解情况,内,4/10/2025 22:54
4/10/2025 20:14,浦东新区 川沙新镇 华夏东路2026弄（新德四村）17号302室（误报）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,现场油烟机故障导致报警器报警，无着火冒烟情况,城厢南市微站,4/10/2025 20:15,4/10/2025 20:16,4/10/2025 20:24,31.0,4/10/2025 20:24,否,了解情况,内,4/10/2025 20:15
4/10/2025 17:54,浦东新区 高行镇 东沟四村11幢28号301室（消防处置）（到场处置）,居民,保税大队（四大队）,高行镇,实警,五洲站,现场为锅子内菜烧糊,东沟微站,4/10/2025 17:55,4/10/2025 17:55,4/10/2025 18:00,26.0,4/10/2025 18:03,否,了解情况,内,4/10/2025 17:55
